Japanese	English
魔術：闇の飛沫3720	3720 splash of darkness : witchcraft
魔術：闇の霧3730	3730 fog of darkness : witchcraft
魔術：追う者たち3740	3740 those who follow : magic
呪術：黒炎4530	Magic : Black Flame 4530
動かない	Immobile
NPC共通 首	NPC common neck
NPC共通 胴1	NPC common cylinder 1
NPC共通 胴2	NPC common body 2
ヒロイン	Heroine
要人	Very important person
鍛冶屋江戸	Blacksmith Edo
奴隷兵士	Slave soldiers
元貴族婦人	Original noble lady
人形使い	Puppet operator
乞食女	Beggar woman
ボールドウィン	Baldwin
乞食男	Beggar man
汎用右足	Universal right foot
汎用左足	General-purpose left foot
ムカデーモン右足	Suck daemon right foot
ムカデーモン左足	Suck daemon left foot
ガーゴイル右足	Gargoyle right foot
ガーゴイル左足	Gargoyle left foot
アイアンゴーレム右足	Iron Golem right foot
アイアンゴーレム左足	Iron Golem left foot
アイアンゴーレム右手	Iron Golem right hand
ハンマーデーモン左足	Daemon hammer left foot
ハンマーデーモン右足	Daemon hammer right foot
クラグ足①	Crag foot ①
クラグ足②	Crag foot ②
クラグ足③	Crag foot ③
クラグ足④	Crag foot ④
クラグ足⑤	Crag foot ⑤
クラグ足⑥	Crag foot ⑥
クラグ足⑦	Crag foot ⑦
クラグ足⑧	Crag foot ⑧
クラグ足⑨	Crag foot ⑨
クラグ足⑩	Crag foot ⑩
クラグ足⑪	Crag foot ⑪
クラグ足⑫	Crag foot ⑫
クラグ足⑬	Crag foot ⑬
テスト用	Test
誓約効果テスト	Pledge effect test
test_enchantweapon	test_enchantweapon
test_cure	test_cure
【システム】SOSsign	[ System ] SOSsign
test_cureitem	test_cureitem
【システム】kickout	[ System ] kickout
【システム】leaveSession	[ System ] leaveSession
【システム】ゴースト時のパラメータ変化	Parameter change of [ system ] ghost when
【システム】ブラック時のパラメータ変化	Parameter change of the system when the black
【システム】Black_Soulsign	[ System ] Black_Soulsign
【システム】Black_ForceJoinSoulsign	[ System ] Black_ForceJoinSoulsign
【システム】bloodSign	[ System ] bloodSign
【システム】ソウルスティール【マルチ】	[ System ] Seoul Steel [ multi ]
【システム】青サイン可視化	[ System ] blue sign visualization
【システム】NPCへの侵入	Entry into the [ system ] NPC
【システム】ニト侵入サインばらまき	[ System ] nitrate intrusion Sign handouts
【システム】l闘技場 退出	[ System ] l arena exit
【システム】評価効果	[ System ] valuation effects
【システム】点光源装備	[ System ] point light source equipment
test_change_wep0	test_change_wep0
test_change_wep1	test_change_wep1
【システム】救援要請	[ System ] relief request
【システム】復活演出用効果	[ System ] revival production for effect
【システム】賞金首に侵入	The intrusion to the system ] bounty
【システム】竜のうろこをばらまく	I spread the scale of the [ system ] dragon
【システム】マルチ侵入制限時間をレベル0にする	I want to level 0 [ systems ] multi intrusion time limit
パリィ崩され状態（投げ条件）	Parry to be deformed state (conditions throw )
カウンターダメージ【刺突】	Counter damage [ piercing ]
プレイヤが落下中（投げ条件）	Player falling to (conditions throw )
石化	Mineralization
結晶化	Crystallization
投げ無効状態	Invalid state throw
指輪装備投げ（投げ条件）	Throw ring and equipment (conditions throw )
ソウルドレイン投げ状態（投げ条件）	Throw Seoul drain state (conditions throw )
強化投げダメージアップ効果	Damage throw up effect strengthening
【DLC】投げ無効状態_ハメ防止用	Invalid state _ Saddle anti- throw [ DLC ]
共鳴なし	No resonance
共鳴Lｖ1	Resonance Lv1
共鳴Lｖ2	Resonance Lv2
共鳴Lｖ3	Resonance Lv3
共鳴Lｖ4	Resonance Lv4
魔法の天性（スロット＋3版）	Nature of magic ( +3 slot version)
PGテスト：探知	PG test : detection
PGテスト：協力待ち	PG test : Waiting cooperation
PGテスト：協力	PG test : cooperation
PGテスト：協力送信	PG test : Submit cooperation
PGテスト：グラビティ無効	PG test : gravity invalid
協力Lｖ1	Cooperation Lv1
協力Lｖ2	Cooperation Lv2
協力Lｖ3	Cooperation Lv3
協力待ち解除	Cooperation wait release
邪眼Lv1	Evil eye Lv1
邪眼Lv2	Evil Eye Lv2
邪眼(使用者用)	Evil Eye ( for user )
呪い効果_LV1	Curse effect _LV1
呪い効果_LV2	Curse effect _LV2
呪い効果_LV3	Curse effect _LV3
呪い効果_LV4	Curse effect _LV4
呪い効果【対霊強化】	Curse effect [ strengthening ] Tairei
かがり火回復効果1	Bonfire recovery effect 1
かがり火回復効果2　	Bonfire recovery effect 2
かがり火回復効果3	Bonfire recovery Effect 3
かがり火回復効果4	Bonfire recovery effect 4
かがり火回復効果5	Bonfire recovery effect 5
かがり火回復効果6	Bonfire recovery effect 6
かがり火回復効果7	Bonfire recovery effect 7
かがり火回復効果8	Bonfire recovery effect 8
かがり火回復効果9	Bonfire recovery effect 9
かがり火回復効果10	Bonfire recovery effect 10
リスポン回復効果1	Risupon recovery effect 1
リスポン回復効果2	Risupon recovery effect 2
リスポン回復効果3	Risupon recovery Effect 3
リスポン回復効果4	Risupon recovery effect 4
リスポン回復効果5	Risupon recovery effect 5
リスポン回復効果6	Risupon recovery effect 6
リスポン回復効果7	Risupon recovery effect 7
リスポン回復効果8	Risupon recovery effect 8
リスポン回復効果9	Risupon recovery effect 9
リスポン回復効果10	Risupon recovery effect 10
【ＱＷＣ】エリア_ＮＰＣ_＋1	[ ] QWC area _NPC_ +1
【ＱＷＣ】エリア_ＮＰＣ_＋2	[ QWC area _NPC_ +2 ]
【ＱＷＣ】エリア_ＮＰＣ_＋3	[ ] QWC area _NPC_ +3
【ＱＷＣ】エリア_ＮＰＣ_－1	[ ] QWC area _NPC_-1
【ＱＷＣ】エリア_ＮＰＣ_－2	[ ] QWC area _NPC_-2
【ＱＷＣ】エリア_ＮＰＣ_－3	[ ] QWC area _NPC_-3
【ＱＷＣ】エリア_ブラック_＋1	[ ] QWC area _ black _ +1
【ＱＷＣ】エリア_ブラック_＋2	[ ] QWC area _ black _ +2
【ＱＷＣ】エリア_ホワイト_＋1	[ ] QWC area _ white _ +1
【ＱＷＣ】エリア_ホワイト_＋2	[ ] QWC area _ white _ +2
【ＱＷＣ】エリア_グレイ_＋1	QWC ] [ gray area _ _ +1
【ＱＷＣ】エリア_グレイ_＋2	QWC ] [ gray area _ _ +2
【ＱＷＣ】エリア_グレイ_－1	QWC ] [ gray area _ _ -1
【ＱＷＣ】エリア_グレイ_－2	QWC ] [ gray area _ _ -2
【ＱＷＣ】プレイヤー_ブラック_＋1	[ ] QWC player _ black _ +1
【ＱＷＣ】プレイヤー_ブラック_＋2	[ ] QWC player _ black _ +2
【ＱＷＣ】プレイヤー_ホワイト_＋1	[ ] QWC player _ white _ +1
【ＱＷＣ】プレイヤー_ホワイト_＋2	[ ] QWC player _ white _ +2
【ＱＷＣ】プレイヤー_グレイ_＋1	[ ] QWC player _ gray _ +1
【ＱＷＣ】プレイヤー_グレイ_＋2	[ ] QWC player _ gray _ +2
【ＱＷＣ】プレイヤー_グレイ_－1	[ ] QWC player _ Gray _ -1
【ＱＷＣ】プレイヤー_グレイ_－2	[ ] QWC player _ Gray _ -2
グラビティ	Gravity
グラビティ（使用者用）	Gravity ( for user )
幻聴	Auditory hallucination
姿隠し	Hidden figure
サイレンス	Silence
ヒント血文字	Tip blood character
死んだとき復活	When revival dead
リジェネレイト	Rijenereito
リジェネレイト_共鳴LV1	Rijenereito _ resonance LV1
リジェネレイト_共鳴LV2	Rijenereito _ resonance LV2
リジェネレイト_共鳴LV3	Rijenereito _ resonance LV3
リジェネレイト_共鳴LV4	Rijenereito _ resonance LV4
帰還【発動待機】	Feedback [ triggered ] wait
帰還【発動】	Feedback [ triggered ]
アンチマジック	Anti- Magic
アンチマジック（使用者用）【効果】	Anti- Magic ( user use) [ effect ]
アンチマジック（使用者用）【エフェクト】	( For user ) Anti Magic [ effect ]
ライト	Light
魅了	Fascination
フォーリングコントロール	Falling control
武器魔法強化1	Magic weapon enhancement 1
武器魔法強化2	Magic weapon enhancement 2
武器魔法強化3	Magic weapon enhancement 3
盾強化1	Strengthening shield 1
盾強化2	Strengthening shield 2
インビジブルウェポン	Invisible Weapon
太陽の剣	Sword of the sun
月の剣	Sword of the month
月の剣_LV1	_LV1 Sword of the month
月の剣_LV2	_LV2 Sword of the month
月の剣_LV3	_LV3 Sword of the month
水のヴェール	Veil of water
鉄の身体【はじきダメージ減少効果】	Body of iron [ repelling damage reduction effect ]
鉄の身体【移動鈍足効果】	Body of iron [ move Donashi effect ]
鉄の身体【ダメージアニメ変化効果】	Body of iron [ damage animation effect change ]
魔法防護1	Magic protection 1
魔法防護2	Magic protection 2
狂気の力	The power of madness
ポイズンクラウド用の毒	Poison cloud of poison for
デスクラウド用の猛毒	Highly toxic cloud of death for
腐食クラウド用の腐食	Corrosion of corrosion for cloud
闇の霧用の猛毒	Deadly poison of fog for darkness
万能治療【状態回復】	Universal treatment [ state ] recovery
万能治療【出血耐性回復】	Universal treatment -resistant bleeding [ recovery ]
万能治療【毒耐性回復】	Universal treatment [ poison -resistant recovery ]
万能治療【猛毒耐性回復】	Universal treatment [ deadly poison resistant recovery ]
毒治療【状態回復】	Poison treatment [ state ] recovery
毒治療【耐性回復】	Poison treatment -resistant [ recovery ]
武器防具修復	Arms and Armor Repair
解呪	Dispelled
HP回復1	HP recovery 1
HP回復1_共鳴LV1	HP recovery 1_ resonance LV1
HP回復1_共鳴LV2	HP recovery 1_ resonance LV2
HP回復1_共鳴LV3	HP recovery 1_ resonance LV3
HP回復1_共鳴LV4	HP recovery 1_ resonance LV4
HP回復2	HP recovery 2
HP回復2_共鳴LV1	HP recovery 2_ resonance LV1
HP回復2_共鳴LV2	HP recovery 2_ resonance LV2
HP回復2_共鳴LV3	HP recovery 2_ resonance LV3
HP回復2_共鳴LV4	HP recovery 2_ resonance LV4
HP回復3	HP recovery 3
HP回復3_共鳴LV1	HP recovery 3_ resonance LV1
HP回復3_共鳴LV2	HP recovery 3_ resonance LV2
HP回復3_共鳴LV3	HP recovery 3_ resonance LV3
HP回復3_共鳴LV4	HP recovery 3_ resonance LV4
HP回復4	HP recovery 4
HP回復4_共鳴LV1	HP recovery 4_ resonance LV1
HP回復4_共鳴LV2	HP recovery 4_ resonance LV2
HP回復4_共鳴LV3	HP recovery 4_ resonance LV3
HP回復4_共鳴LV4	HP recovery 4_ resonance LV4
擬態	Mimicry
擬態【移動鈍足効果】	Mimicry [ move Donashi effect ]
竜変化1	Dragon variation 1
竜変化2	Change dragon 2
ソウルドレイン1【ＡＩ】	Seoul drain 1 [ AI ]
ソウルドレイン1【ＰＣ】	Seoul drain 1 [ PC ]
ソウルドレイン2【ＡＩ】	Seoul drain 2 [ AI ]
ソウルドレイン2【ＰＣ】	Seoul drain 2 [ PC ]
白救援探知魔法	White relief detection magic
黒救援探知魔法	Black magic relief detection
アイテム探知魔法	Item detection magic
因果応報_カウント用	Chickens come home to roost _ counting
因果応報_爆発発生用	Chickens come home to roost _ explosion generation
他者回復_ＨＰ回復	Others _HP recovery recovery
ゴーストカムフラージュ	Ghost camouflage
黒ゴースト退散	Black ghost dispel
黒ゴースト化	Black ghosting
蘇生	Resuscitation
HP回復1_共鳴LV1	HP recovery 1_ resonance LV1
HP回復2_共鳴LV2	HP recovery 2_ resonance LV2
HP回復3_共鳴LV3	HP recovery 3_ resonance LV3
HP回復4_共鳴LV4	HP recovery 4_ resonance LV4
他者回復_状態異常回復	Others recovery _ abnormal state recovery
装備重量アップ	Equipment weight up
ピンチ攻撃力アップ	Pinch attack power up
スタミナ回復アップ	Stamina recovery up
炎耐性	Flame -resistant
雷耐性アップ	Thunder Res Up
魔法耐性アップ	Magic -resistant up
物理耐性	Physical resistance
全耐性アップ1	All Resistances up 1
出血耐性	Bleeding -resistant
毒耐性	Poison Resistance
呪耐性アップ	Curse resistant up
魔法スロットアップ	Magic slot up
魔法威力アップ	Magic power up
MP偏重	MP overemphasis
弓の達人	Master of the bow
SAアップ	SA up
アイテムドロップアップ	Dropped up
取得ソウルアップ	Get up Seoul
音消去	Sound cancellation
石コロ帽子	Stone roller hat
剛脚	Tsuyoshiashi
軽業	Acrobatics
復活	Resurrection
呪いからの復活	Resurrection from curse
共鳴	Resonance
混沌の言葉	Word of chaos
闇歩き	Darkness walk
溶岩歩き	Lava walk
補助魔法延長	Auxiliary magic extension
HPドレイン	HP drain
HPドレイン	HP drain
強者の呪い	Curse of the strong
カウンター強化	Strengthening counter
武器を大切に	Cherish weapons
ピンチ防御力アップ	Pinch Def.
奇跡威力アップ	Miracle power up
魔法スロットアップB	Magic slot up B
暗月神の指輪	Ring Kuratsuki God
盗賊団の指輪	Ring of bandits
HP微増	HP slight increase
黒竜の指輪	Ring of Black Dragon
身代わり	Scapegoat
両手威力アップ	Power up both hands
霊体隠れ	Spirit body hidden
因果応報	Retributive justice
積載重量アップ	Loading weight up
ピンチ防御力アップ	Pinch Def.
奇跡の天性	Nature of the miracle
ホワイト希望	White hope
ブラック希望	Black hope
真摯な祈り	Sincere prayer
魔法鈍感	Magic insensitive
猫の着地	Landing of cat
大事にします	You take care
強ゴースト	Strength ghost
弱「ゴーストカムフラージュ」	Weak "ghost camouflage "
フェロモン	Pheromone
強欲	Greed
カラテカ	Karateka
HPリジェネ	HP regen
MPリジェネ	MP regen
疫病耐性	Plague -resistant
全耐性アップ2	All Resistances up 2
装備破壊無視	Equipment destruction ignored
HP回復草	HP recovery grass
エスト【HP】LV1	Est [ HP ] LV1
エスト【HP】LV2	Est [ HP ] LV2
エスト【HP】LV3	Est [ HP ] LV3
エスト【HP】LV4	Est [ HP ] LV4
エスト【HP】LV5	Est [ HP ] LV5
エスト【HP】LV6	Est [ HP ] LV6
エスト【HP】LV7	Est [ HP ] LV7
エスト【HP】LV8	Est [ HP ] LV8
エスト【HP】LV1_味方クライアント用	Est [ HP ] LV1_ ally client
エスト【HP】LV2_味方クライアント用	Est [ HP ] LV2_ ally client
エスト【HP】LV3_味方クライアント用	Est [ HP ] LV3_ ally client
エスト【HP】LV4_味方クライアント用	Est [ HP ] LV4_ ally client
エスト【HP】LV5_味方クライアント用	Est [ HP ] LV5_ ally client
エスト【HP】LV6_味方クライアント用	Est [ HP ] LV6_ ally client
